1000,7dfeccfd5af2b48dcceff05516ffc150b4179d7d5d0a8edd7f8dbb3276bd5fba
1755,548a574df54b9c0303635c2191ddd912131721597792d028578f9ef55a8e682e
2966,bac75a7fbe416ed33cb206f058a657ff767844207ae2ba0b6feecf062261f640
3911,793fc5af99ea4ea41c2b69037543c534c95d7365eda79abb09bf6351412c757f
4307,8e846b9765b9075be9e4d8d7162186c5e8fee77658f7aab35f075d53ec86b455
5730,2063405a8e4a17e8bed3e08cefd225337076bc444b6155d8f77abbb5114e8e2c
6550,faf02b92d0d87676f19cd1333552f0924e974ff99d5153ebac662433bab2e1bb
7800,5548824a26bad00205a50245338d4e3fa3e40e34968d291b3e99d1bb6cd5bfa4
9485,de106c95b3ddc49aac997992ec6aa8c18f89fedc5947a3e6a2e47e47a3fa033d
9710,dff92af071ec0e388fc57e46599551d9cf885aa88055d3384fb10a7e4b8e40f4
15894,51999fe53c445d131790439000940279df797ddd779049f5776bb7a01f576e5d
22500,ad7c84ac33fb8cf0aa914be95be26f907f91493efa94285621efc2985cae560a
27850,2b368d553dbf373c0916c17368afd5f7da77c332ce990597f985ccb9215962e9
33050,e309a7dba6413ce8b2ef47c86115f9c2a45c47870296587f07ddd143441c63d4
36905,07f894174d20da58e583e8cb28e7ffc2705209531ffdec380de1e8647c73fd09
40175,322e6b97eb53c70a67c379a3e2094c896e932301deed57cb2c898538f492e00b
42280,43cb86807d40ac0c5fdd15af7f78a31f38edaa2bc67383a18ed9f8bd950c5352
45085,359747d45403d30b42a8a7d6731aa240444cd20c64f46c6c403fe900f501c9db
48000,f83ee516630182326bdcaf1fd2df44b9d0841677a506b208159b2b96a1349f28
48380,58e8247328d7654d5f6e657f9a29dcd95511fea7045dc663fba9e74938ad9c41
49000,e18561ecf0ee6a34aa65e794202fe6e094f442626a6f0285acbf8eebe44beda6
49998,f8611898a35875860ece9a6afbdeaf353aabeba9d8ee8f327373bec117d9048f
53441,f63a7584906d5d93be51ebe084e20f884361ede5bd11b77746afa5c3b98165d7
55467,d2f059371ff2d6ff07b57292467e9aae9844ff3d4dd204ca08472b629a484270
57600,0faeeace9ac89b9ee6c4e28dec5b9c93b576e2be2776d84e242aeae7015900a8
59700,a5ec9e45bd22eb713ba682557aa37b030b934f14d709986dd458ea0f0f3bcd99
60542,9dc571e2fdbb6e5790d1af038e2bc333ba4ad0880c0f5eaa24dde84ac137932b
63000,0d6df89f69f5c6fe79a65fd5980b10937b1c54e8b32c72b2da9cdaf8a95508d8
